dataset	subject	session	n_raw_runs	n_timeseries_runs	n_qc_runs	raw_duration_sec	usable_duration_sec	passes_gate	has_connectome
hcptrt	02	010	14	14	14	2932.32	2182.5	True	True
hcptrt	03	001	14	14	14	2932.32	2932.5	True	True
hcptrt	03	002	8	8	8	2360.16	2371.5	True	True
hcptrt	03	003	12	12	12	2330.36	2313.0	True	True
hcptrt	03	004	8	8	8	2360.16	2365.5	True	True
hcptrt	03	005	8	8	8	2360.16	2364.0	True	True
hcptrt	03	006	14	14	14	2932.32	2941.5	True	True
hcptrt	03	007	8	8	8	2360.16	2362.5	True	True
hcptrt	03	008	14	14	14	2932.32	2929.5	True	True
hcptrt	03	009	14	14	14	2932.32	2922.0	True	True
hcptrt	03	010	8	8	8	2360.16	2361.0	True	True
hcptrt	03	011	2	2	2	601.96	604.5	False	True
hcptrt	04	001	8	8	8	2360.16	2310.0	True	True
hcptrt	04	002	7	7	7	1466.16	1462.5	False	True
hcptrt	04	003	8	8	8	2360.16	2316.0	True	True
hcptrt	04	005	14	14	14	2932.32	2940.0	True	True
hcptrt	04	006	8	8	8	2360.16	2344.5	True	True
hcptrt	04	007	14	14	14	2932.32	2931.0	True	True
hcptrt	04	008	8	8	8	2360.16	2307.0	True	True
hcptrt	04	009	14	14	14	2932.32	2766.0	True	True
hcptrt	04	010	8	8	8	2360.16	2008.5	True	True
hcptrt	04	011	14	14	14	2932.32	2325.0	True	True
hcptrt	05	001	14	14	14	2932.32	2730.0	True	True
hcptrt	05	002	8	8	8	2360.16	1969.5	True	True
hcptrt	05	003	8	8	8	2360.16	2028.0	True	True
hcptrt	05	004	14	14	14	2932.32	2640.0	True	True
hcptrt	05	005	14	14	14	2932.32	2532.0	True	True
hcptrt	05	006	8	8	8	2360.16	2011.5	True	True
hcptrt	05	008	14	14	14	2932.32	2641.5	True	True
hcptrt	05	009	8	8	8	2360.16	1993.5	True	True
hcptrt	05	010	14	14	14	2932.32	2572.5	True	True
hcptrt	06	001	5	5	5	1783.53	906.0	False	True
hcptrt	06	002	14	14	14	2932.32	1854.0	True	True
hcptrt	06	003	13	13	13	2725.21	1488.0	False	True
hcptrt	06	004	20	20	20	4878.26	3105.0	True	True
hcptrt	06	006	14	14	14	2932.32	2373.0	True	True
hcptrt	06	007	8	8	8	2360.16	1668.0	False	True
hcptrt	06	008	8	8	8	2360.16	1849.5	True	True
hcptrt	06	009	14	14	14	2932.32	2155.5	True	True
hcptrt	06	010	8	8	8	2360.16	1869.0	True	True
hcptrt	06	012	14	14	14	2932.32	2193.0	True	True
hcptrt	06	013	8	8	8	2360.16	1474.5	False	True
langlocalizer	01	001	4	4	0	1257.56	1266.0	False	True
langlocalizer	01	002	4	4	0	1257.56	1266.0	False	True
langlocalizer	01	003	4	4	0	1257.56	1266.0	False	True
langlocalizer	02	001	4	4	0	1257.56	1266.0	False	True
langlocalizer	02	002	4	4	0	1257.56	1266.0	False	True
langlocalizer	02	003	4	4	0	1257.56	1266.0	False	True
langlocalizer	03	001	4	4	0	1267.99	1276.5	False	True
langlocalizer	03	002	4	4	0	1257.56	1266.0	False	True
langlocalizer	03	003	4	4	0	1257.56	1266.0	False	True
langlocalizer	05	001	4	4	0	1257.56	1266.0	False	True
langlocalizer	05	002	4	4	0	1257.56	1266.0	False	True
langlocalizer	05	003	4	4	0	1257.56	1266.0	False	True
mario	01	001	4	4	0	2673.06	2691.0	True	True
mario	01	002	3	3	0	1972.7600000000002	1986.0	True	True
mario	01	003	5	5	0	3261.6099999999997	3283.5	True	True
mario	01	004	4	4	0	2671.5699999999997	2689.5	True	True
mario	01	005	5	5	0	3324.19	3346.5	True	True
mario	01	006	4	4	0	2689.45	2707.5	True	True
mario	01	007	5	5	0	3352.5	3375.0	True	True
mario	01	008	5	5	0	3413.59	3436.5	True	True
mario	01	009	5	5	0	3325.68	3348.0	True	True
mario	01	010	4	4	0	2680.51	2698.5	True	True
mario	01	011	4	0	0	2598.56		False	False
mario	01	012	2	2	0	1382.7199999999998	1392.0	False	True
mario	01	013	3	3	0	1972.76	2875.5	True	True
mario	01	014	5	5	0	3383.79	3406.5	True	True
mario	01	015	5	5	0	3249.69	3271.5	True	True
mario	01	016	4	4	0	2646.24	2664.0	True	True
mario	01	017	4	4	0	2650.71	2668.5	True	True
mario	01	018	3	3	0	1908.69	1921.5	True	True
mario	01	019	2	2	0	1321.63	1330.5	False	True
mario	01	020	4	4	0	2603.0299999999997	2620.5	True	True
mario	01	021	4	4	0	2723.7200000000003	2742.0	True	True
mario	02	001	4	4	0	2759.48	2778.0	True	True
mario	02	002	5	5	0	3422.5299999999997	3445.5	True	True
mario	02	003	5	5	0	3231.81	3253.5	True	True
mario	02	004	5	5	0	3260.12	3282.0	True	True
mario	02	005	6	6	0	3899.33	3925.5	True	True
mario	02	006	4	4	0	2740.11	2758.5	True	True
mario	02	007	4	4	0	2743.09	2761.5	True	True
mario	02	008	4	4	0	2659.65	2677.5	True	True
mario	02	009	5	5	0	3321.21	3343.5	True	True
mario	02	010	5	5	0	3485.1099999999997	3508.5	True	True
mario	02	011	4	4	0	2622.4	2640.0	True	True
mario	02	012	5	5	0	3371.87	3394.5	True	True
mario	02	013	5	5	0	3453.82	3477.0	True	True
mario	02	014	5	5	0	3412.1	3435.0	True	True
mario	02	015	4	4	0	2740.11	2758.5	True	True
mario	02	016	4	4	0	2644.75	2662.5	True	True
mario	02	017	5	5	0	3525.34	3549.0	True	True
mario	02	018	4	4	0	2859.31	2878.5	True	True
mario	02	019	4	4	0	2819.08	2838.0	True	True
mario	02	020	5	5	0	3353.99	3376.5	True	True
mario	02	021	3	3	0	2054.71	2068.5	True	True
mario	02	022	3	3	0	2012.99	2026.5	True	True
mario	02	023	4	4	0	2552.37	2569.5	True	True
mario	03	001	3	3	0	2115.8	2130.0	True	True
mario	03	002	3	3	0	2099.41	2113.5	True	True
mario	03	003	5	5	0	3412.1	3435.0	True	True
mario	03	004	3	3	0	2106.86	2121.0	True	True
mario	03	005	4	4	0	2871.23	2890.5	True	True
mario	03	006	3	3	0	2008.52	2230.5	True	True
mario	03	007	3	3	0	2310.9900000000002	2326.5	True	True
mario	03	009	2	2	0	1408.0500000000002	1417.5	False	True
mario	03	010	3	3	0	2032.3600000000001	2046.0	True	True
mario	03	011	2	2	0	1385.6999999999998	1395.0	False	True
mario	03	012	2	2	0	1405.07	1414.5	False	True
mario	03	013	4	4	0	2987.45	3007.5	True	True
mario	03	014	4	4	0	2783.32	2802.0	True	True
mario	03	015	4	4	0	2804.18	2823.0	True	True
mario	03	016	2	2	0	1378.25	1387.5	False	True
mario	03	017	3	3	0	1980.21	1993.5	True	True
mario	03	018	3	3	0	1947.4299999999998	1960.5	True	True
mario	03	019	4	4	0	2668.59	2686.5	True	True
mario	03	020	4	4	0	2807.16	2826.0	True	True
mario	03	021	3	3	0	2056.2	2070.0	True	True
mario	03	022	4	4	0	2597.0699999999997	2614.5	True	True
mario	03	023	3	3	0	2093.45	2107.5	True	True
mario	03	024	2	2	0	1428.9099999999999	1438.5	False	True
mario	03	025	5	5	0	3371.87	3394.5	True	True
mario	03	026	3	3	0	2088.98	2103.0	True	True
mario	03	027	4	4	0	2601.54	2619.0	True	True
mario	03	028	4	4	0	2608.99	2626.5	True	True
mario	03	029	4	4	0	2729.68	2748.0	True	True
mario	03	030	3	3	0	2032.3600000000001	2046.0	True	True
mario	05	001	5	5	0	3580.47	3604.5	True	True
mario	05	002	3	3	0	2090.4700000000003	2104.5	True	True
mario	05	003	4	4	0	2825.04	2844.0	True	True
mario	05	004	4	4	0	2826.5299999999997	2845.5	True	True
mario	05	005	4	4	0	2778.85	2797.5	True	True
mario	05	006	4	4	0	3210.95	3232.5	True	True
mario	05	007	5	5	0	3742.88	3768.0	True	True
mario	05	008	2	2	0	1343.98	1353.0	False	True
mario	05	009	5	5	0	3321.21	3343.5	True	True
mario	05	010	5	5	0	3410.61	3433.5	True	True
mario	05	011	4	4	0	2965.1	2985.0	True	True
mario	05	012	3	3	0	1969.78	1983.0	True	True
mario	05	013	5	5	0	3611.7599999999998	3636.0	True	True
mario	05	014	5	5	0	3398.69	3421.5	True	True
mario	05	015	5	5	0	3662.42	3687.0	True	True
mario	05	016	5	5	0	3523.85	3547.5	True	True
mario	05	017	5	5	0	3516.4	3540.0	True	True
mario	05	018	5	5	0	3546.2	3570.0	True	True
mario	05	019	5	0	0	3371.87		False	False
mario	05	020	5	0	0	3607.29		False	False
mario	05	021	7	0	0	4748.63		False	False
mario	05	022	5	0	0	3480.64		False	False
mario	06	001	5	5	0	3413.59	3436.5	True	True
mario	06	002	5	5	0	3397.2	3420.0	True	True
mario	06	003	4	4	0	2877.19	2896.5	True	True
mario	06	004	5	5	0	3476.17	3499.5	True	True
mario	06	005	3	3	0	2130.7	2145.0	True	True
mario	06	006	3	3	0	2068.12	2248.5	True	True
mario	06	007	4	4	0	2832.49	2851.5	True	True
mario	06	008	3	3	0	2105.37	2119.5	True	True
