dataset	subject	session	n_raw_runs	n_timeseries_runs	n_qc_runs	raw_duration_sec	usable_duration_sec	passes_gate	has_connectome
mario	06	009	4	4	0	2878.68	2898.0	True	True
mario	06	010	4	4	0	2823.55	2842.5	True	True
mario	06	011	5	5	0	3446.37	3469.5	True	True
mario	06	012	5	5	0	3397.2	3420.0	True	True
mario	06	013	5	5	0	3385.2799999999997	3408.0	True	True
mario	06	014	4	4	0	2705.84	2724.0	True	True
mario	06	015	4	4	0	2813.12	2832.0	True	True
mario	06	016	4	4	0	2786.3	2805.0	True	True
mario	06	017	4	4	0	2756.5	2775.0	True	True
mario	06	018	1	1	0	718.18	723.0	False	True
mario	06	019	4	4	0	2847.39	2866.5	True	True
mario	06	020	4	4	0	2828.02	2847.0	True	True
mario	06	021	3	3	0	2066.63	2080.5	True	True
mario	06	022	4	4	0	2676.04	2694.0	True	True
mario	06	023	5	5	0	3349.52	3372.0	True	True
mario	06	024	5	5	0	3456.7999999999997	3480.0	True	True
mario	06	025	5	5	0	3215.42	3237.0	True	True
mario3	01	001	2	0	2	902.94		False	False
mario3	01	002	3	0	3	1487.02		False	False
mario3	01	003	3	0	3	1615.16		False	False
mario3	01	004	3	0	3	1837.17		False	False
mario3	01	005	2	0	2	990.85		False	False
mario3	01	006	3	0	3	1609.2		False	False
mario3	01	007	2	0	2	946.15		False	False
mario3	01	008	2	0	2	922.31		False	False
mario3	01	009	1	0	1	543.85		False	False
mario3	01	011	5	0	5	2461.48		False	False
mario3	01	012	3	0	3	1740.32		False	False
mario3	01	013	2	0	2	1017.6700000000001		False	False
mario3	01	014	3	0	3	1479.5700000000002		False	False
mario3	01	015	3	0	3	1563.01		False	False
mario3	01	016	3	0	3	1942.96		False	False
mario3	01	017	5	0	5	3024.7		False	False
mario3	01	018	3	0	3	1858.0300000000002		False	False
mario3	01	019	3	0	3	1752.24		False	False
mario3	01	020	1	0	1	540.87		False	False
mario3	01	021	4	0	4	2066.63		False	False
mario3	01	022	3	0	3	1513.84		False	False
mario3	01	023	3	0	3	1545.13		False	False
mario3	01	024	4	0	4	2072.5899999999997		False	False
mario3	01	025	3	0	3	1478.08		False	False
mario3	02	001	4	0	4	1920.6100000000001		False	False
mario3	02	002	4	0	4	1880.3799999999999		False	False
mario3	02	003	3	0	3	1419.97		False	False
mario3	02	004	3	0	3	1585.3600000000001		False	False
mario3	02	005	3	0	3	1564.5		False	False
mario3	02	006	3	0	3	1466.16		False	False
mario3	02	007	3	0	3	1481.06		False	False
mario3	02	008	4	0	4	1813.33		False	False
mario3	02	009	3	0	3	1586.85		False	False
mario3	02	010	3	0	3	1543.6399999999999		False	False
mario3	02	011	4	0	4	1984.68		False	False
mario3	02	012	4	0	4	1999.58		False	False
mario3	02	013	1	0	1	575.14		False	False
mario3	02	014	4	0	4	1935.51		False	False
mario3	02	015	4	0	4	2112.8199999999997		False	False
mario3	02	016	5	0	5	2486.81		False	False
mario3	02	017	7	0	7	3348.0299999999997		False	False
mario3	02	018	6	0	6	3322.7		False	False
mario3	02	019	6	0	6	3376.34		False	False
mario3	03	001	5	0	5	2538.96		False	False
mario3	03	002	3	0	3	1390.17		False	False
mario3	03	003	5	0	5	2413.8		False	False
mario3	03	004	3	0	3	1589.83		False	False
mario3	03	005	4	0	4	2345.26		False	False
mario3	03	006	3	0	3	1506.3899999999999		False	False
mario3	03	007	3	0	3	1561.52		False	False
mario3	03	008	4	0	4	2121.76		False	False
mario3	03	009	3	0	3	1561.52		False	False
mario3	03	010	1	0	1	606.43		False	False
mario3	03	011	4	0	4	2033.85		False	False
mario3	03	012	2	0	2	1156.24		False	False
mario3	03	013	4	0	4	1969.78		False	False
mario3	03	014	5	0	5	2391.45		False	False
mario3	03	015	4	0	4	1951.9		False	False
mario3	03	016	4	0	4	1950.4099999999999		False	False
mario3	03	017	5	0	5	2737.13		False	False
mario3	03	018	6	0	6	3030.66		False	False
mario3	03	019	5	0	5	2552.37		False	False
mario3	05	001	4	0	4	2330.36		False	False
mario3	05	002	7	0	7	4385.07		False	False
mario3	05	003	8	0	8	4116.87		False	False
mario3	05	004	6	0	6	3576.0		False	False
mario3	05	005	4	0	4	1917.63		False	False
mario3	05	006	7	0	7	3713.08		False	False
mario3	05	007	7	0	7	3578.9799999999996		False	False
mario3	05	008	6	0	6	3191.58		False	False
mario3	05	009	6	0	6	3309.29		False	False
mario3	05	010	10	0	10	5119.64		False	False
mario3	06	001	4	0	4	1880.38		False	False
mario3	06	002	4	0	4	2066.63		False	False
mario3	06	003	4	0	4	2004.05		False	False
mario3	06	004	3	0	3	1729.89		False	False
mario3	06	005	3	0	3	1998.09		False	False
mario3	06	006	3	0	3	2077.06		False	False
mario3	06	007	2	0	2	1130.91		False	False
mario3	06	008	3	0	3	1472.12		False	False
mario3	06	009	3	0	3	1524.27		False	False
mario3	06	010	3	0	3	1826.7399999999998		False	False
mario3	06	011	3	0	3	1616.6499999999999		False	False
mario3	06	012	3	0	3	1945.94		False	False
mario3	06	013	3	0	3	1540.66		False	False
mario3	06	014	3	0	3	1568.97		False	False
mario3	06	015	4	0	4	2200.73		False	False
mario3	06	016	3	0	3	1427.42		False	False
mario3	06	017	2	0	2	1034.06		False	False
mario3	06	018	3	0	3	1552.58		False	False
mariostars	01	001	4	0	4	2702.8599999999997		False	False
mariostars	01	002	4	0	4	2670.08		False	False
mariostars	01	003	5	0	5	3337.6		False	False
mariostars	01	004	5	0	5	3336.11		False	False
mariostars	01	005	3	0	3	2068.12		False	False
mariostars	01	006	4	0	4	2702.8599999999997		False	False
mariostars	01	007	2	0	2	1288.85		False	False
mariostars	02	001	3	0	3	2138.15		False	False
mariostars	02	002	4	0	4	2707.33		False	False
mariostars	02	003	3	0	3	2035.3400000000001		False	False
mariostars	02	004	3	0	3	2047.2599999999998		False	False
mariostars	02	005	2	0	2	1343.98		False	False
mariostars	02	006	2	0	2	1332.06		False	False
mariostars	02	007	3	0	3	2035.3400000000001		False	False
mariostars	02	008	3	0	3	1926.57		False	False
mariostars	02	009	2	0	2	1329.08		False	False
mariostars	02	010	2	0	2	1364.8400000000001		False	False
mariostars	02	011	3	0	3	1942.96		False	False
mariostars	02	012	2	0	2	1352.92		False	False
mariostars	03	001	5	0	5	3410.61		False	False
mariostars	03	002	2	0	2	1387.19		False	False
mariostars	03	003	1	0	1	694.34		False	False
mariostars	03	004	1	0	1	667.52		False	False
mariostars	03	005	2	0	2	1306.73		False	False
mariostars	03	006	2	0	2	1355.9		False	False
mariostars	03	007	2	0	2	1390.17		False	False
mariostars	03	008	3	0	3	1987.6599999999999		False	False
mariostars	03	009	2	0	2	1397.62		False	False
mariostars	03	010	3	0	3	1984.6799999999998		False	False
mariostars	03	011	5	0	5	3383.79		False	False
mariostars	03	012	5	0	5	3275.02		False	False
mariostars	03	013	3	0	3	2063.65		False	False
mariostars	05	001	4	0	4	2930.83		False	False
mariostars	05	002	10	0	10	7174.35		False	False
mariostars	05	003	10	0	10	7232.46		False	False
mariostars	05	004	5	0	5	3471.7		False	False
mariostars	05	005	6	0	6	3717.55		False	False
mariostars	05	006	6	0	6	4091.54		False	False
mariostars	06	001	4	0	4	2714.7799999999997		False	False
mariostars	06	002	3	0	3	1941.4699999999998		False	False
mariostars	06	003	4	0	4	2790.77		False	False
mariostars	06	004	4	0	4	2720.74		False	False
mariostars	06	005	5	0	5	3456.8		False	False
mariostars	06	007	4	0	4	2686.47		False	False
mariostars	06	009	2	0	2	1487.02		False	False
mariostars	06	010	3	0	3	2050.24		False	False
mariostars	06	011	3	0	3	1999.58		False	False
mariostars	06	012	4	0	4	2582.17		False	False
mariostars	06	013	4	0	4	2673.06		False	False
mariostars	06	014	2	0	2	1400.6		False	False
mariostars	06	015	4	0	4	2620.91		False	False
movie10	01	001	5	5	5	3017.25	2965.5	True	True
movie10	01	002	5	5	5	2984.4700000000003	2751.0	True	True
movie10	01	003	6	6	6	3629.6399999999994	3465.0	True	True
movie10	01	004	6	6	6	3629.6399999999994	3570.0	True	True
movie10	01	005	3	3	3	1814.8199999999997	1804.5	True	True
movie10	01	006	4	4	4	2556.8399999999997	2434.5	True	True
movie10	01	007	6	6	6	3647.5199999999995	3192.0	True	True
movie10	01	008	5	5	5	3054.5	2935.5	True	True
movie10	01	009	6	6	6	3613.25	3520.5	True	True
movie10	01	010	3	3	3	1793.96	1729.5	False	True
movie10	01	011	4	4	4	2443.6	2449.5	True	True
movie10	01	012	8	8	8	4820.15	4755.0	True	True
movie10	02	001	4	4	4	2419.7599999999998	1777.5	False	True
movie10	02	002	7	7	7	4270.34	3387.0	True	True
movie10	02	003	6	6	6	3610.27	3157.5	True	True
movie10	02	004	5	5	5	3017.25	2398.5	True	True
movie10	02	005	5	5	5	3017.25	2283.0	True	True
movie10	02	006	6	6	6	3629.6399999999994	3052.5	True	True
movie10	02	007	6	6	6	3638.58	2382.0	True	True
movie10	02	008	5	5	5	3187.1099999999997	2361.0	True	True
movie10	02	009	5	5	5	3021.72	2157.0	True	True
movie10	02	010	5	5	5	3054.5	2569.5	True	True
movie10	02	011	4	4	4	2443.6	1819.5	True	True
movie10	02	012	3	3	3	1777.57	1410.0	False	True
movie10	03	001	5	5	5	3017.25	2881.5	True	True
movie10	03	002	5	5	5	2982.98	2940.0	True	True
movie10	03	003	6	6	6	3629.6399999999994	3394.5	True	True
movie10	03	004	6	6	6	3629.6399999999994	3516.0	True	True
movie10	03	005	5	5	5	3161.7799999999997	2938.5	True	True
movie10	03	006	5	5	5	2991.9199999999996	2950.5	True	True
movie10	03	007	6	6	6	3665.3999999999996	3294.0	True	True
movie10	03	009	3	3	3	1832.6999999999998	1795.5	False	True
movie10	03	010	3	3	3	1777.57	1684.5	False	True
movie10	03	011	5	5	5	3021.72	3018.0	True	True
movie10	03	012	6	6	6	3649.0099999999998	3567.0	True	True
movie10	03	013	6	6	6	3610.27	3531.0	True	True
movie10	04	001	3	3	3	1814.8199999999997	1827.0	True	True
movie10	04	002	6	6	6	3629.6399999999994	3651.0	True	True
movie10	04	003	5	5	5	3024.7	3045.0	True	True
movie10	04	004	6	6	6	3789.0699999999997	3804.0	True	True
movie10	04	005	5	5	5	3048.54	3060.0	True	True
movie10	04	006	5	5	5	2994.8999999999996	2979.0	True	True
movie10	04	007	6	6	6	3629.64	3595.5	True	True
movie10	04	008	6	6	6	3622.19	3570.0	True	True
movie10	04	009	7	7	7	4195.84	4110.0	True	True
movie10	04	010	6	6	6	3649.0099999999998	3652.5	True	True
movie10	04	011	4	4	4	2436.1499999999996	2395.5	True	True
movie10	04	012	2	2	2	1165.1799999999998	1164.0	False	True
movie10	05	001	5	5	5	3026.19	2125.5	True	True
movie10	05	002	5	5	5	3054.5	2406.0	True	True
movie10	05	003	7	7	7	4221.17	3711.0	True	True
movie10	05	004	3	3	3	1814.8199999999997	1725.0	False	True
movie10	05	005	9	9	9	5444.459999999999	5019.0	True	True
movie10	05	007	5	5	5	3212.4399999999996	3045.0	True	True
movie10	05	008	5	5	5	3024.7	2736.0	True	True
movie10	05	009	10	10	10	6009.17	5142.0	True	True
movie10	05	010	12	12	12	7275.67	6177.0	True	True
movie10	06	001	5	5	5	3054.5	1756.5	False	True
movie10	06	002	6	6	6	3662.42	1992.0	True	True
movie10	06	003	6	6	6	3611.7599999999998	1726.5	False	True
movie10	06	004	2	2	2	1221.8	724.5	False	True
movie10	06	005	8	8	8	4817.17	2415.0	True	True
movie10	06	006	9	9	9	5413.17	3765.0	True	True
movie10	06	007	4	4	4	2436.1499999999996	1407.0	False	True
movie10	06	008	4	4	4	2388.47	1174.5	False	True
movie10	06	009	8	8	8	4851.44	3177.0	True	True
movie10	06	010	9	9	9	5602.4	3070.5	True	True
multfs	01	001	7	7	7	1948.92	1942.5	True	True
multfs	01	002	7	7	7	1948.92	1866.0	True	True
multfs	01	003	7	7	7	1948.92	1797.0	False	True
multfs	01	004	7	7	7	1948.92	1858.5	True	True
multfs	01	005	7	7	0	1948.92	1962.0	True	True
multfs	01	006	7	7	0	1948.92	1962.0	True	True
multfs	01	007	7	7	0	1948.92	1962.0	True	True
multfs	01	008	7	7	0	1948.92	1962.0	True	True
multfs	01	009	7	7	0	1948.92	1962.0	True	True
multfs	01	010	7	7	0	1948.92	1962.0	True	True
multfs	01	011	7	7	0	1948.92	1962.0	True	True
multfs	01	012	7	7	0	1948.92	1962.0	True	True
multfs	01	013	7	7	0	1948.92	1962.0	True	True
multfs	01	014	7	7	0	1948.92	1962.0	True	True
multfs	01	015	7	7	0	1948.92	1962.0	True	True
multfs	01	016	7	7	0	1948.92	1962.0	True	True
multfs	02	000	4	0	0	1710.52		False	False
multfs	02	001	7	7	7	1948.92	946.5	False	True
multfs	02	002	7	7	7	1948.92	1128.0	False	True
multfs	02	003	7	7	7	1948.92	1002.0	False	True
multfs	02	004	7	7	7	1948.92	1000.5	False	True
multfs	02	005	7	7	7	1948.92	1051.5	False	True
multfs	02	006	7	7	7	1948.92	915.0	False	True
multfs	02	007	7	7	7	1948.92	1081.5	False	True
multfs	02	008	7	7	7	1948.92	1050.0	False	True
multfs	02	009	7	7	7	1948.92	664.5	False	True
multfs	02	010	7	7	0	1948.92	1962.0	True	True
multfs	02	011	7	7	0	1948.92	1962.0	True	True
multfs	02	012	7	7	0	1948.92	1962.0	True	True
multfs	02	013	7	7	0	1948.92	1962.0	True	True
multfs	02	014	7	7	0	1948.92	1962.0	True	True
multfs	02	015	7	7	0	1948.92	1962.0	True	True
multfs	02	016	7	7	0	1948.92	1962.0	True	True
multfs	03	001	7	7	7	1957.8600000000001	1945.5	True	True
multfs	03	002	7	7	7	1948.92	1903.5	True	True
multfs	03	003	7	7	7	1948.92	1872.0	True	True
multfs	03	004	7	7	7	1948.92	1864.5	True	True
multfs	03	005	7	7	7	1948.92	1852.5	True	True
multfs	03	006	7	7	7	1948.92	1912.5	True	True
multfs	03	007	7	7	7	1948.92	1809.0	True	True
multfs	03	008	7	7	7	1948.92	1846.5	True	True
multfs	03	009	7	7	7	1948.92	1807.5	True	True
multfs	03	010	7	7	7	1948.92	1759.5	False	True
multfs	03	011	7	7	7	1948.92	1837.5	True	True
multfs	03	012	7	7	7	1948.92	1761.0	False	True
multfs	03	013	7	7	7	1948.92	1923.0	True	True
multfs	03	014	7	7	7	1948.92	1855.5	True	True
multfs	03	015	7	7	7	1948.92	1923.0	True	True
multfs	03	016	7	7	7	1948.92	1867.5	True	True
multfs	05	001	7	7	7	1948.92	1789.5	False	True
multfs	05	002	7	7	7	1948.92	1543.5	False	True
multfs	05	003	7	7	0	1948.92	1962.0	True	True
multfs	05	004	7	7	0	1948.92	1962.0	True	True
multfs	05	005	7	7	0	1948.92	1962.0	True	True
multfs	05	006	7	7	0	1948.92	1962.0	True	True
multfs	05	007	7	7	0	1948.92	1962.0	True	True
multfs	05	008	7	7	0	1948.92	1962.0	True	True
multfs	05	009	7	7	0	1948.92	1962.0	True	True
multfs	05	010	7	7	0	1948.92	1962.0	True	True
multfs	05	011	7	7	0	1948.92	1962.0	True	True
multfs	05	012	7	7	0	1948.92	1962.0	True	True
multfs	05	013	7	7	0	1948.92	1962.0	True	True
multfs	05	014	7	7	0	1948.92	1962.0	True	True
multfs	05	015	7	7	0	1948.92	1962.0	True	True
multfs	05	016	7	7	0	1948.92	1962.0	True	True
multfs	06	001	7	7	7	1948.92	1423.5	False	True
multfs	06	002	7	7	7	1948.92	1456.5	False	True
multfs	06	003	7	7	7	1948.92	1342.5	False	True
multfs	06	004	7	7	7	1948.92	1414.5	False	True
multfs	06	005	7	7	0	1948.92	1962.0	True	True
multfs	06	006	7	7	7	1948.92	1212.0	False	True
multfs	06	007	7	7	7	1948.92	1237.5	False	True
multfs	06	008	7	7	7	1948.92	1159.5	False	True
multfs	06	009	7	7	7	1948.92	1209.0	False	True
multfs	06	010	7	7	7	1948.92	1123.5	False	True
multfs	06	011	7	7	7	1948.92	1197.0	False	True
multfs	06	012	7	7	7	1948.92	1378.5	False	True
multfs	06	013	7	7	7	1948.92	1204.5	False	True
multfs	06	014	7	7	7	1948.92	912.0	False	True
multfs	06	015	7	7	7	1948.92	999.0	False	True
multfs	06	016	7	7	7	1948.92	1143.0	False	True
mutemusic	01	001	3	3	3	2011.5	1977.0	True	True
mutemusic	01	002	3	3	3	1995.1100000000001	1987.5	True	True
mutemusic	01	003	3	3	3	2001.07	1990.5	True	True
mutemusic	01	004	3	2	3	1980.21	1291.5	False	True
mutemusic	01	005	3	3	3	1999.58	1969.5	True	True
mutemusic	01	006	3	3	3	1986.17	1969.5	True	True
mutemusic	02	001	3	3	3	1971.27	1278.0	False	True
mutemusic	02	002	6	6	6	4003.63	2065.5	True	True
mutemusic	02	003	3	3	3	1954.88	888.0	False	True
mutemusic	02	004	3	3	3	1968.29	1062.0	False	True
mutemusic	02	005	3	3	3	1986.17	819.0	False	True
mutemusic	03	001	6	5	6	3915.7200000000003	3199.5	True	True
mutemusic	03	002	6	6	6	3920.19	3834.0	True	True
mutemusic	03	003	6	6	6	3914.23	3756.0	True	True
mutemusic	05	001	3	3	3	2020.44	1459.5	False	True
mutemusic	05	002	6	4	6	4063.23	2142.0	True	True
mutemusic	05	003	3	2	3	1685.19	823.5	False	True
mutemusic	05	004	5	5	5	3044.0699999999997	2676.0	True	True
mutemusic	05	005	2	2	2	1296.3	1077.0	False	True
mutemusic	06	001	3	3	3	2059.18	1377.0	False	True
mutemusic	06	002	6	5	6	3978.3	1623.0	False	True
mutemusic	06	003	3	3	3	1998.0900000000001	1060.5	False	True
mutemusic	06	004	6	5	6	3963.4	1527.0	False	True
narratives	01	001	6	6	6	3453.8199999999997	2608.5	True	True
narratives	01	002	6	6	6	2953.18	2520.0	True	True
narratives	01	003	6	6	6	2862.29	2265.0	True	True
narratives	01	004	6	6	6	3050.0299999999997	2601.0	True	True
narratives	01	005	6	6	6	2929.34	2538.0	True	True
narratives	01	006	6	6	6	3212.44	2503.5	True	True
narratives	01	007	6	6	6	3188.6	2572.5	True	True
narratives	01	008	8	8	0	3872.51	3898.5	True	True
narratives	01	009	6	6	6	2772.89	2449.5	True	True
narratives	01	010	8	8	0	3909.76	3936.0	True	True
narratives	01	011	6	6	6	3103.67	2607.0	True	True
narratives	01	012	8	8	0	4194.35	4222.5	True	True
narratives	02	001	6	6	6	2007.03	1371.0	False	True
narratives	02	002	6	6	6	2172.42	1578.0	False	True
narratives	02	003	6	6	6	2226.06	1284.0	False	True
narratives	02	004	6	6	6	2270.76	1690.5	False	True
narratives	02	005	6	6	6	2214.14	1357.5	False	True
narratives	02	006	6	6	6	2173.91	1051.5	False	True
narratives	02	007	6	6	6	2193.2799999999997	1599.0	False	True
narratives	02	008	8	8	8	3182.64	1969.5	True	True
narratives	02	009	6	6	6	2193.2799999999997	1449.0	False	True
narratives	02	010	8	8	8	3313.7599999999998	1750.5	False	True
narratives	02	011	6	6	6	2212.65	1257.0	False	True
narratives	02	012	8	8	8	3474.68	1651.5	False	True
narratives	03	001	6	6	6	2322.91	1990.5	True	True
narratives	03	002	6	6	6	2513.63	2070.0	True	True
narratives	03	003	6	6	6	2561.31	2223.0	True	True
narratives	03	004	6	6	6	2538.96	2110.5	True	True
narratives	03	005	6	6	6	2501.71	2164.5	True	True
narratives	03	006	6	6	6	2600.05	2095.5	True	True
narratives	03	007	6	6	6	2835.47	2194.5	True	True
narratives	03	008	8	8	0	4090.05	4117.5	True	True
narratives	03	009	6	6	6	2981.49	2100.0	True	True
narratives	03	010	8	8	0	4176.47	4204.5	True	True
narratives	03	011	6	6	6	3023.21	2292.0	True	True
narratives	03	012	8	8	0	4186.9	4215.0	True	True
narratives	05	001	6	6	6	2476.38	2107.5	True	True
narratives	05	002	6	6	6	2044.2799999999997	1687.5	False	True
narratives	05	003	6	6	6	2126.23	1770.0	False	True
narratives	05	004	6	6	6	2313.97	1894.5	True	True
narratives	05	005	6	6	6	2106.8599999999997	1662.0	False	True
narratives	05	006	6	6	6	2494.26	1867.5	True	True
narratives	05	007	5	5	5	2053.22	1519.5	False	True
narratives	05	008	8	8	8	3400.18	2349.0	True	True
narratives	05	009	6	6	6	2658.16	1953.0	True	True
narratives	05	010	8	8	8	3343.56	2217.0	True	True
narratives	05	011	6	6	6	2720.74	1986.0	True	True
narratives	05	012	8	8	8	3656.46	2916.0	True	True
narratives	06	001	6	6	6	2629.85	1585.5	False	True
narratives	06	002	6	6	6	3213.93	1548.0	False	True
narratives	06	003	6	6	6	2832.49	1605.0	False	True
narratives	06	004	6	6	6	2993.41	1878.0	True	True
narratives	06	005	6	6	6	2814.61	1426.5	False	True
narratives	06	006	6	6	6	2863.7799999999997	1695.0	False	True
narratives	06	007	6	6	6	3388.2599999999998	2236.5	True	True
narratives	06	008	8	8	0	4012.57	4039.5	True	True
narratives	06	009	6	6	6	2948.71	1600.5	False	True
narratives	06	010	8	8	8	3792.05	2040.0	True	True
narratives	06	011	6	6	6	2999.37	1648.5	False	True
narratives	06	012	8	8	0	3827.81	3853.5	True	True
ood	01	001	6	0	6	3790.56		False	False
ood	01	002	6	0	6	3537.26		False	False
ood	02	001	6	0	6	3790.56		False	False
ood	02	002	6	0	6	3537.26		False	False
ood	03	001	6	0	6	3790.56		False	False
ood	03	002	6	0	6	3537.26		False	False
ood	05	001	4	0	4	2512.14		False	False
ood	05	002	8	0	8	4815.68		False	False
petit-prince	01	001	6	6	6	3996.1800000000003	3594.0	True	True
petit-prince	01	002	6	6	6	3800.99	3562.5	True	True
petit-prince	01	003	6	6	6	3821.85	3651.0	True	True
petit-prince	02	001	6	6	6	3996.1800000000003	2938.5	True	True
petit-prince	02	002	6	6	6	3800.99	2266.5	True	True
petit-prince	02	003	6	6	6	3821.85	2205.0	True	True
petit-prince	03	001	6	6	6	3689.24	3679.5	True	True
petit-prince	03	002	6	6	6	3985.75	3876.0	True	True
petit-prince	03	003	6	6	6	3944.0299999999997	3847.5	True	True
petit-prince	05	001	6	6	6	3689.24	3019.5	True	True
petit-prince	05	002	6	6	6	3985.75	3040.5	True	True
petit-prince	05	003	6	6	6	3944.0299999999997	3081.0	True	True
petit-prince	06	001	5	5	5	2997.88	1653.0	False	True
petit-prince	06	002	6	6	6	3961.91	2257.5	True	True
petit-prince	06	003	5	5	5	3382.3	1972.5	True	True
retinotopy	01	001	3	3	3	902.94	738.0	False	True
retinotopy	01	002	3	3	3	902.94	538.5	False	True
retinotopy	01	003	3	3	3	902.94	610.5	False	True
retinotopy	01	004	3	3	3	902.94	601.5	False	True
retinotopy	01	005	3	3	3	902.94	645.0	False	True
retinotopy	01	006	3	3	3	902.94	694.5	False	True
retinotopy	02	001	3	3	3	902.94	715.5	False	True
retinotopy	02	002	3	3	3	902.94	562.5	False	True
retinotopy	02	003	3	3	3	902.94	522.0	False	True
retinotopy	02	004	3	3	3	902.94	532.5	False	True
retinotopy	02	005	3	3	3	902.94	472.5	False	True
retinotopy	02	006	3	3	3	902.94	489.0	False	True
retinotopy	03	002	3	3	3	902.94	903.0	False	True
retinotopy	03	003	3	3	3	902.94	909.0	False	True
retinotopy	03	004	3	3	3	902.94	906.0	False	True
retinotopy	03	005	3	3	3	902.94	861.0	False	True
retinotopy	03	006	3	3	3	902.94	892.5	False	True
retinotopy	05	001	3	3	3	902.94	667.5	False	True
retinotopy	05	002	1	1	1	300.98	259.5	False	True
retinotopy	05	003	3	3	3	902.94	829.5	False	True
retinotopy	05	004	3	3	3	902.94	883.5	False	True
retinotopy	05	005	3	3	3	902.94	727.5	False	True
retinotopy	05	006	3	3	3	902.94	831.0	False	True
shinobi	01	002	4	4	4	2573.23	2091.0	True	True
shinobi	01	003	4	4	4	2558.33	2263.5	True	True
shinobi	01	004	5	5	5	3227.34	2931.0	True	True
shinobi	01	005	4	4	4	2705.84	2460.0	True	True
shinobi	01	006	5	5	5	3427.0	3169.5	True	True
shinobi	01	007	5	5	5	3301.84	2854.5	True	True
shinobi	01	008	5	5	5	3260.12	3142.5	True	True
shinobi	01	009	4	4	4	2698.39	2409.0	True	True
shinobi	01	010	3	3	3	2075.5699999999997	1719.0	False	True
shinobi	01	011	4	4	4	2679.02	2301.0	True	True
shinobi	01	012	4	4	4	2842.92	2607.0	True	True
shinobi	01	013	6	6	6	3941.05	3181.5	True	True
shinobi	02	002	5	5	5	3425.51	2104.5	True	True
shinobi	02	005	2	2	2	1293.32	846.0	False	True
shinobi	02	006	3	3	3	2196.26	1465.5	False	True
shinobi	02	007	5	5	5	3520.87	2169.0	True	True
shinobi	02	008	5	5	5	3316.7400000000002	1996.5	True	True
shinobi	02	009	4	4	4	2886.13	2080.5	True	True
shinobi	02	010	6	6	6	4161.57	2746.5	True	True
shinobi	02	011	6	6	6	4124.32	2722.5	True	True
shinobi	02	012	5	5	5	3364.42	1854.0	True	True
shinobi	02	013	5	5	5	3467.23	1900.5	True	True
shinobi	02	014	4	4	4	2679.02	1455.0	False	True
shinobi	02	015	5	5	5	3307.8	1951.5	True	True
shinobi	04	001	5	5	5	3511.93	3453.0	True	True
shinobi	04	002	5	5	5	3638.58	3580.5	True	True
shinobi	04	003	5	5	5	3361.44	3306.0	True	True
shinobi	04	004	5	5	5	3842.71	3612.0	True	True
shinobi	04	005	5	5	5	3498.52	3468.0	True	True
shinobi	04	006	5	5	5	3356.9700000000003	3294.0	True	True
shinobi	04	007	5	5	0	3386.77	3409.5	True	True
shinobi	04	008	5	5	5	3455.31	3328.5	True	True
shinobi	04	009	5	5	5	3486.6000000000004	3282.0	True	True
shinobi	04	010	5	5	5	3276.5099999999998	2674.5	True	True
shinobi	04	011	5	5	5	3516.4	3387.0	True	True
shinobi	06	001	4	4	4	2968.08	1117.5	False	True
shinobi	06	003	4	4	4	2904.01	1401.0	False	True
shinobi	06	004	4	4	4	2997.88	1395.0	False	True
shinobi	06	005	4	4	4	2994.9	1333.5	False	True
shinobi	06	006	4	4	4	2842.92	1372.5	False	True
shinobi	06	007	4	4	4	3164.76	1366.5	False	True
shinobi	06	008	5	5	5	3541.73	1485.0	False	True
shinobi	06	009	5	5	5	3555.14	1639.5	False	True
shinobi	06	010	4	4	4	2889.11	1221.0	False	True
shinobi	06	011	5	5	5	3541.73	1777.5	False	True
shinobi	06	012	4	4	4	2939.77	1584.0	False	True
shinobi	06	013	5	5	5	3634.11	1845.0	True	True
things	01	01	3	3	3	849.3000000000001	709.5	False	True
things	01	02	6	6	6	1698.6000000000001	1525.5	False	True
things	01	03	6	6	6	1698.6000000000001	1471.5	False	True
things	01	04	6	6	6	1698.6000000000001	1524.0	False	True
things	01	05	6	6	6	1698.6000000000001	1530.0	False	True
things	01	06	6	6	6	1698.6000000000001	1537.5	False	True
things	01	07	6	6	6	1698.6000000000001	1390.5	False	True
things	01	08	6	6	6	1698.6000000000001	1303.5	False	True
things	01	09	6	6	6	1698.6000000000001	1059.0	False	True
things	01	10	6	6	6	1698.6000000000001	1206.0	False	True
things	01	11	6	6	6	1698.6000000000001	1300.5	False	True
things	01	12	6	6	6	1698.6000000000001	931.5	False	True
things	01	13	6	6	6	1698.6000000000001	1036.5	False	True
things	01	14	6	6	6	1698.6000000000001	1317.0	False	True
things	01	15	6	6	6	1698.6000000000001	1204.5	False	True
things	01	16	6	6	6	1698.6000000000001	1350.0	False	True
things	01	17	6	6	6	1698.6000000000001	1120.5	False	True
things	01	18	6	6	6	1698.6000000000001	1608.0	False	True
things	01	19	6	6	6	1698.6000000000001	1387.5	False	True
things	01	20	6	6	6	1698.6000000000001	1447.5	False	True
things	01	21	6	6	6	1698.6000000000001	1465.5	False	True
things	01	22	6	6	6	1698.6000000000001	1348.5	False	True
things	01	23	6	6	6	1698.6000000000001	1284.0	False	True
things	01	24	6	6	6	1698.6000000000001	1488.0	False	True
things	01	25	6	6	6	1698.6000000000001	1399.5	False	True
