dataset	subject	session	task	run	n_volumes	tr_seconds	duration_sec	in_timeseries	match_level	in_qc
mario	05	021	mario	6	420	1.49	625.8	False	unmatched	False
mario	05	021	mario	7	428	1.49	637.72	False	unmatched	False
mario	05	022	mario	1	491	1.49	731.59	False	unmatched	False
mario	05	022	mario	2	474	1.49	706.26	False	unmatched	False
mario	05	022	mario	3	445	1.49	663.05	False	unmatched	False
mario	05	022	mario	4	435	1.49	648.15	False	unmatched	False
mario	05	022	mario	5	491	1.49	731.59	False	unmatched	False
mario	06	001	mario	1	495	1.49	737.55	True	exact	False
mario	06	001	mario	2	454	1.49	676.46	True	exact	False
mario	06	001	mario	3	425	1.49	633.25	True	exact	False
mario	06	001	mario	4	497	1.49	740.53	True	exact	False
mario	06	001	mario	5	420	1.49	625.8	True	exact	False
mario	06	002	mario	1	427	1.49	636.23	True	exact	False
mario	06	002	mario	2	462	1.49	688.38	True	exact	False
mario	06	002	mario	3	447	1.49	666.03	True	exact	False
mario	06	002	mario	4	460	1.49	685.4	True	exact	False
mario	06	002	mario	5	484	1.49	721.16	True	exact	False
mario	06	003	mario	1	421	1.49	627.29	True	exact	False
mario	06	003	mario	2	600	1.49	894.0	True	exact	False
mario	06	003	mario	3	498	1.49	742.02	True	exact	False
mario	06	003	mario	4	412	1.49	613.88	True	exact	False
mario	06	004	mario	1	414	1.49	616.86	True	exact	False
mario	06	004	mario	2	526	1.49	783.74	True	exact	False
mario	06	004	mario	3	445	1.49	663.05	True	exact	False
mario	06	004	mario	4	515	1.49	767.35	True	exact	False
mario	06	004	mario	5	433	1.49	645.17	True	exact	False
mario	06	005	mario	1	481	1.49	716.6899999999999	True	exact	False
mario	06	005	mario	2	449	1.49	669.01	True	exact	False
mario	06	005	mario	3	500	1.49	745.0	True	exact	False
mario	06	006	mario	1	506	1.49	753.9399999999999	True	exact	False
mario	06	006	mario	2	429	1.49	639.21	True	exact	False
mario	06	006	mario	3	453	1.49	674.97	True	exact	False
mario	06	007	mario	1	422	1.49	628.78	True	exact	False
mario	06	007	mario	2	515	1.49	767.35	True	exact	False
mario	06	007	mario	3	448	1.49	667.52	True	exact	False
mario	06	007	mario	4	516	1.49	768.84	True	exact	False
mario	06	008	mario	1	497	1.49	740.53	True	exact	False
mario	06	008	mario	2	459	1.49	683.91	True	exact	False
mario	06	008	mario	3	457	1.49	680.93	True	exact	False
mario	06	009	mario	1	433	1.49	645.17	True	exact	False
mario	06	009	mario	2	508	1.49	756.92	True	exact	False
mario	06	009	mario	3	481	1.49	716.6899999999999	True	exact	False
mario	06	009	mario	4	510	1.49	759.9	True	exact	False
mario	06	010	mario	1	450	1.49	670.5	True	exact	False
mario	06	010	mario	2	447	1.49	666.03	True	exact	False
mario	06	010	mario	3	446	1.49	664.54	True	exact	False
mario	06	010	mario	4	552	1.49	822.48	True	exact	False
mario	06	011	mario	1	434	1.49	646.66	True	exact	False
mario	06	011	mario	2	496	1.49	739.04	True	exact	False
mario	06	011	mario	3	444	1.49	661.56	True	exact	False
mario	06	011	mario	4	470	1.49	700.3	True	exact	False
mario	06	011	mario	5	469	1.49	698.81	True	exact	False
mario	06	012	mario	1	508	1.49	756.92	True	exact	False
mario	06	012	mario	2	420	1.49	625.8	True	exact	False
mario	06	012	mario	3	448	1.49	667.52	True	exact	False
mario	06	012	mario	4	437	1.49	651.13	True	exact	False
mario	06	012	mario	5	467	1.49	695.83	True	exact	False
mario	06	013	mario	1	433	1.49	645.17	True	exact	False
mario	06	013	mario	2	481	1.49	716.6899999999999	True	exact	False
mario	06	013	mario	3	467	1.49	695.83	True	exact	False
mario	06	013	mario	4	467	1.49	695.83	True	exact	False
mario	06	013	mario	5	424	1.49	631.76	True	exact	False
mario	06	014	mario	1	436	1.49	649.64	True	exact	False
mario	06	014	mario	2	421	1.49	627.29	True	exact	False
mario	06	014	mario	3	468	1.49	697.32	True	exact	False
mario	06	014	mario	4	491	1.49	731.59	True	exact	False
mario	06	015	mario	1	462	1.49	688.38	True	exact	False
mario	06	015	mario	2	442	1.49	658.58	True	exact	False
mario	06	015	mario	3	499	1.49	743.51	True	exact	False
mario	06	015	mario	4	485	1.49	722.65	True	exact	False
mario	06	016	mario	1	561	1.49	835.89	True	exact	False
mario	06	016	mario	2	426	1.49	634.74	True	exact	False
mario	06	016	mario	3	432	1.49	643.68	True	exact	False
mario	06	016	mario	4	451	1.49	671.99	True	exact	False
mario	06	017	mario	1	487	1.49	725.63	True	exact	False
mario	06	017	mario	2	501	1.49	746.49	True	exact	False
mario	06	017	mario	3	422	1.49	628.78	True	exact	False
mario	06	017	mario	4	440	1.49	655.6	True	exact	False
mario	06	018	mario	1	482	1.49	718.18	True	exact	False
mario	06	019	mario	1	529	1.49	788.21	True	exact	False
mario	06	019	mario	2	448	1.49	667.52	True	exact	False
mario	06	019	mario	3	502	1.49	747.98	True	exact	False
mario	06	019	mario	4	432	1.49	643.68	True	exact	False
mario	06	020	mario	1	475	1.49	707.75	True	exact	False
mario	06	020	mario	2	418	1.49	622.82	True	exact	False
mario	06	020	mario	3	504	1.49	750.96	True	exact	False
mario	06	020	mario	4	501	1.49	746.49	True	exact	False
mario	06	021	mario	1	480	1.49	715.2	True	exact	False
mario	06	021	mario	2	454	1.49	676.46	True	exact	False
mario	06	021	mario	3	453	1.49	674.97	True	exact	False
mario	06	022	mario	1	422	1.49	628.78	True	exact	False
mario	06	022	mario	2	440	1.49	655.6	True	exact	False
mario	06	022	mario	3	457	1.49	680.93	True	exact	False
mario	06	022	mario	4	477	1.49	710.73	True	exact	False
mario	06	023	mario	1	435	1.49	648.15	True	exact	False
mario	06	023	mario	2	428	1.49	637.72	True	exact	False
mario	06	023	mario	3	471	1.49	701.79	True	exact	False
mario	06	023	mario	4	465	1.49	692.85	True	exact	False
mario	06	023	mario	5	449	1.49	669.01	True	exact	False
mario	06	024	mario	1	487	1.49	725.63	True	exact	False
mario	06	024	mario	2	433	1.49	645.17	True	exact	False
mario	06	024	mario	3	444	1.49	661.56	True	exact	False
mario	06	024	mario	4	423	1.49	630.27	True	exact	False
mario	06	024	mario	5	533	1.49	794.17	True	exact	False
mario	06	025	mario	1	419	1.49	624.31	True	exact	False
mario	06	025	mario	2	432	1.49	643.68	True	exact	False
mario	06	025	mario	3	452	1.49	673.48	True	exact	False
mario	06	025	mario	4	432	1.49	643.68	True	exact	False
mario	06	025	mario	5	423	1.49	630.27	True	exact	False
mario3	01	001	mario3	1	299	1.49	445.51	False	unmatched	True
mario3	01	001	mario3	2	307	1.49	457.43	False	unmatched	True
mario3	01	002	mario3	1	314	1.49	467.86	False	unmatched	True
mario3	01	002	mario3	2	317	1.49	472.33	False	unmatched	True
mario3	01	002	mario3	3	367	1.49	546.83	False	unmatched	True
mario3	01	003	mario3	1	351	1.49	522.99	False	unmatched	True
mario3	01	003	mario3	2	353	1.49	525.97	False	unmatched	True
mario3	01	003	mario3	3	380	1.49	566.2	False	unmatched	True
mario3	01	004	mario3	1	315	1.49	469.35	False	unmatched	True
mario3	01	004	mario3	2	323	1.49	481.27	False	unmatched	True
mario3	01	004	mario3	3	595	1.49	886.55	False	unmatched	True
mario3	01	005	mario3	1	315	1.49	469.35	False	unmatched	True
mario3	01	005	mario3	2	350	1.49	521.5	False	unmatched	True
mario3	01	006	mario3	1	366	1.49	545.34	False	unmatched	True
mario3	01	006	mario3	2	366	1.49	545.34	False	unmatched	True
mario3	01	006	mario3	3	348	1.49	518.52	False	unmatched	True
mario3	01	007	mario3	1	306	1.49	455.94	False	unmatched	True
mario3	01	007	mario3	2	329	1.49	490.21	False	unmatched	True
mario3	01	008	mario3	1	308	1.49	458.92	False	unmatched	True
mario3	01	008	mario3	2	311	1.49	463.39	False	unmatched	True
mario3	01	009	mario3	1	365	1.49	543.85	False	unmatched	True
mario3	01	011	mario3	1	331	1.49	493.19	False	unmatched	True
mario3	01	011	mario3	2	352	1.49	524.48	False	unmatched	True
mario3	01	011	mario3	3	329	1.49	490.21	False	unmatched	True
mario3	01	011	mario3	4	320	1.49	476.8	False	unmatched	True
mario3	01	011	mario3	5	320	1.49	476.8	False	unmatched	True
mario3	01	012	mario3	1	336	1.49	500.64	False	unmatched	True
mario3	01	012	mario3	2	371	1.49	552.79	False	unmatched	True
mario3	01	012	mario3	3	461	1.49	686.89	False	unmatched	True
mario3	01	013	mario3	1	368	1.49	548.32	False	unmatched	True
mario3	01	013	mario3	2	315	1.49	469.35	False	unmatched	True
mario3	01	014	mario3	1	305	1.49	454.45	False	unmatched	True
mario3	01	014	mario3	2	378	1.49	563.22	False	unmatched	True
mario3	01	014	mario3	3	310	1.49	461.9	False	unmatched	True
mario3	01	015	mario3	1	347	1.49	517.03	False	unmatched	True
mario3	01	015	mario3	2	378	1.49	563.22	False	unmatched	True
mario3	01	015	mario3	3	324	1.49	482.76	False	unmatched	True
mario3	01	016	mario3	1	331	1.49	493.19	False	unmatched	True
mario3	01	016	mario3	2	373	1.49	555.77	False	unmatched	True
mario3	01	016	mario3	3	600	1.49	894.0	False	unmatched	True
mario3	01	017	mario3	1	301	1.49	448.49	False	unmatched	True
mario3	01	017	mario3	2	600	1.49	894.0	False	unmatched	True
mario3	01	017	mario3	3	359	1.49	534.91	False	unmatched	True
mario3	01	017	mario3	4	399	1.49	594.51	False	unmatched	True
mario3	01	017	mario3	5	371	1.49	552.79	False	unmatched	True
mario3	01	018	mario3	1	430	1.49	640.7	False	unmatched	True
mario3	01	018	mario3	2	390	1.49	581.1	False	unmatched	True
mario3	01	018	mario3	3	427	1.49	636.23	False	unmatched	True
mario3	01	019	mario3	1	437	1.49	651.13	False	unmatched	True
mario3	01	019	mario3	2	391	1.49	582.59	False	unmatched	True
mario3	01	019	mario3	3	348	1.49	518.52	False	unmatched	True
mario3	01	020	mario3	1	363	1.49	540.87	False	unmatched	True
mario3	01	021	mario3	1	304	1.49	452.96	False	unmatched	True
mario3	01	021	mario3	2	327	1.49	487.23	False	unmatched	True
mario3	01	021	mario3	3	359	1.49	534.91	False	unmatched	True
mario3	01	021	mario3	4	397	1.49	591.53	False	unmatched	True
mario3	01	022	mario3	1	341	1.49	508.09	False	unmatched	True
mario3	01	022	mario3	2	330	1.49	491.7	False	unmatched	True
mario3	01	022	mario3	3	345	1.49	514.05	False	unmatched	True
mario3	01	023	mario3	1	336	1.49	500.64	False	unmatched	True
mario3	01	023	mario3	2	367	1.49	546.83	False	unmatched	True
mario3	01	023	mario3	3	334	1.49	497.66	False	unmatched	True
mario3	01	024	mario3	1	296	1.49	441.04	False	unmatched	True
mario3	01	024	mario3	2	385	1.49	573.65	False	unmatched	True
mario3	01	024	mario3	3	406	1.49	604.9399999999999	False	unmatched	True
mario3	01	024	mario3	4	304	1.49	452.96	False	unmatched	True
mario3	01	025	mario3	1	342	1.49	509.58	False	unmatched	True
mario3	01	025	mario3	2	352	1.49	524.48	False	unmatched	True
mario3	01	025	mario3	3	298	1.49	444.02	False	unmatched	True
mario3	02	001	mario3	1	349	1.49	520.01	False	unmatched	True
mario3	02	001	mario3	2	333	1.49	496.17	False	unmatched	True
mario3	02	001	mario3	3	315	1.49	469.35	False	unmatched	True
mario3	02	001	mario3	4	292	1.49	435.08	False	unmatched	True
mario3	02	002	mario3	1	323	1.49	481.27	False	unmatched	True
mario3	02	002	mario3	2	306	1.49	455.94	False	unmatched	True
mario3	02	002	mario3	3	316	1.49	470.84	False	unmatched	True
mario3	02	002	mario3	4	317	1.49	472.33	False	unmatched	True
mario3	02	003	mario3	1	323	1.49	481.27	False	unmatched	True
mario3	02	003	mario3	2	305	1.49	454.45	False	unmatched	True
mario3	02	003	mario3	3	325	1.49	484.25	False	unmatched	True
mario3	02	004	mario3	1	372	1.49	554.28	False	unmatched	True
mario3	02	004	mario3	2	314	1.49	467.86	False	unmatched	True
mario3	02	004	mario3	3	378	1.49	563.22	False	unmatched	True
mario3	02	005	mario3	1	333	1.49	496.17	False	unmatched	True
mario3	02	005	mario3	2	346	1.49	515.54	False	unmatched	True
mario3	02	005	mario3	3	371	1.49	552.79	False	unmatched	True
mario3	02	006	mario3	1	297	1.49	442.53	False	unmatched	True
mario3	02	006	mario3	2	320	1.49	476.8	False	unmatched	True
mario3	02	006	mario3	3	367	1.49	546.83	False	unmatched	True
mario3	02	007	mario3	1	324	1.49	482.76	False	unmatched	True
mario3	02	007	mario3	2	314	1.49	467.86	False	unmatched	True
mario3	02	007	mario3	3	356	1.49	530.4399999999999	False	unmatched	True
mario3	02	008	mario3	1	293	1.49	436.57	False	unmatched	True
mario3	02	008	mario3	2	305	1.49	454.45	False	unmatched	True
mario3	02	008	mario3	3	321	1.49	478.29	False	unmatched	True
mario3	02	008	mario3	4	298	1.49	444.02	False	unmatched	True
mario3	02	009	mario3	1	423	1.49	630.27	False	unmatched	True
mario3	02	009	mario3	2	325	1.49	484.25	False	unmatched	True
mario3	02	009	mario3	3	317	1.49	472.33	False	unmatched	True
mario3	02	010	mario3	1	429	1.49	639.21	False	unmatched	True
mario3	02	010	mario3	2	297	1.49	442.53	False	unmatched	True
mario3	02	010	mario3	3	310	1.49	461.9	False	unmatched	True
mario3	02	011	mario3	1	335	1.49	499.15	False	unmatched	True
mario3	02	011	mario3	2	362	1.49	539.38	False	unmatched	True
mario3	02	011	mario3	3	296	1.49	441.04	False	unmatched	True
mario3	02	011	mario3	4	339	1.49	505.11	False	unmatched	True
mario3	02	012	mario3	1	323	1.49	481.27	False	unmatched	True
mario3	02	012	mario3	2	369	1.49	549.81	False	unmatched	True
mario3	02	012	mario3	3	359	1.49	534.91	False	unmatched	True
mario3	02	012	mario3	4	291	1.49	433.59	False	unmatched	True
mario3	02	013	mario3	1	386	1.49	575.14	False	unmatched	True
mario3	02	014	mario3	1	336	1.49	500.64	False	unmatched	True
mario3	02	014	mario3	2	356	1.49	530.4399999999999	False	unmatched	True
mario3	02	014	mario3	3	305	1.49	454.45	False	unmatched	True
mario3	02	014	mario3	4	302	1.49	449.98	False	unmatched	True
mario3	02	015	mario3	1	297	1.49	442.53	False	unmatched	True
mario3	02	015	mario3	2	470	1.49	700.3	False	unmatched	True
mario3	02	015	mario3	3	292	1.49	435.08	False	unmatched	True
mario3	02	015	mario3	4	359	1.49	534.91	False	unmatched	True
mario3	02	016	mario3	1	306	1.49	455.94	False	unmatched	True
mario3	02	016	mario3	2	329	1.49	490.21	False	unmatched	True
mario3	02	016	mario3	3	318	1.49	473.82	False	unmatched	True
mario3	02	016	mario3	4	373	1.49	555.77	False	unmatched	True
mario3	02	016	mario3	5	343	1.49	511.07	False	unmatched	True
mario3	02	017	mario3	1	303	1.49	451.46999999999997	False	unmatched	True
mario3	02	017	mario3	2	321	1.49	478.29	False	unmatched	True
mario3	02	017	mario3	3	298	1.49	444.02	False	unmatched	True
mario3	02	017	mario3	4	311	1.49	463.39	False	unmatched	True
mario3	02	017	mario3	5	336	1.49	500.64	False	unmatched	True
mario3	02	017	mario3	6	356	1.49	530.4399999999999	False	unmatched	True
mario3	02	017	mario3	7	322	1.49	479.78	False	unmatched	True
mario3	02	018	mario3	1	510	1.49	759.9	False	unmatched	True
mario3	02	018	mario3	2	354	1.49	527.46	False	unmatched	True
mario3	02	018	mario3	3	378	1.49	563.22	False	unmatched	True
mario3	02	018	mario3	4	328	1.49	488.71999999999997	False	unmatched	True
mario3	02	018	mario3	5	326	1.49	485.74	False	unmatched	True
mario3	02	018	mario3	6	334	1.49	497.66	False	unmatched	True
mario3	02	019	mario3	1	600	1.49	894.0	False	unmatched	True
mario3	02	019	mario3	2	334	1.49	497.66	False	unmatched	True
mario3	02	019	mario3	3	325	1.49	484.25	False	unmatched	True
mario3	02	019	mario3	4	343	1.49	511.07	False	unmatched	True
mario3	02	019	mario3	5	348	1.49	518.52	False	unmatched	True
mario3	02	019	mario3	6	316	1.49	470.84	False	unmatched	True
mario3	03	001	mario3	1	344	1.49	512.56	False	unmatched	True
mario3	03	001	mario3	2	309	1.49	460.41	False	unmatched	True
mario3	03	001	mario3	3	362	1.49	539.38	False	unmatched	True
mario3	03	001	mario3	4	339	1.49	505.11	False	unmatched	True
mario3	03	001	mario3	5	350	1.49	521.5	False	unmatched	True
mario3	03	002	mario3	1	326	1.49	485.74	False	unmatched	True
mario3	03	002	mario3	2	302	1.49	449.98	False	unmatched	True
mario3	03	002	mario3	3	305	1.49	454.45	False	unmatched	True
mario3	03	003	mario3	1	304	1.49	452.96	False	unmatched	True
mario3	03	003	mario3	2	356	1.49	530.4399999999999	False	unmatched	True
mario3	03	003	mario3	3	320	1.49	476.8	False	unmatched	True
mario3	03	003	mario3	4	312	1.49	464.88	False	unmatched	True
mario3	03	003	mario3	5	328	1.49	488.71999999999997	False	unmatched	True
mario3	03	004	mario3	1	389	1.49	579.61	False	unmatched	True
mario3	03	004	mario3	2	309	1.49	460.41	False	unmatched	True
mario3	03	004	mario3	3	369	1.49	549.81	False	unmatched	True
mario3	03	005	mario3	1	587	1.49	874.63	False	unmatched	True
mario3	03	005	mario3	2	318	1.49	473.82	False	unmatched	True
mario3	03	005	mario3	3	329	1.49	490.21	False	unmatched	True
mario3	03	005	mario3	4	340	1.49	506.6	False	unmatched	True
mario3	03	006	mario3	1	372	1.49	554.28	False	unmatched	True
mario3	03	006	mario3	2	315	1.49	469.35	False	unmatched	True
mario3	03	006	mario3	3	324	1.49	482.76	False	unmatched	True
mario3	03	007	mario3	1	308	1.49	458.92	False	unmatched	True
mario3	03	007	mario3	2	325	1.49	484.25	False	unmatched	True
mario3	03	007	mario3	3	415	1.49	618.35	False	unmatched	True
mario3	03	008	mario3	1	310	1.49	461.9	False	unmatched	True
mario3	03	008	mario3	2	302	1.49	449.98	False	unmatched	True
mario3	03	008	mario3	3	325	1.49	484.25	False	unmatched	True
mario3	03	008	mario3	4	487	1.49	725.63	False	unmatched	True
mario3	03	009	mario3	1	413	1.49	615.37	False	unmatched	True
mario3	03	009	mario3	2	314	1.49	467.86	False	unmatched	True
mario3	03	009	mario3	3	321	1.49	478.29	False	unmatched	True
mario3	03	010	mario3	1	407	1.49	606.43	False	unmatched	True
mario3	03	011	mario3	1	317	1.49	472.33	False	unmatched	True
mario3	03	011	mario3	2	306	1.49	455.94	False	unmatched	True
mario3	03	011	mario3	3	393	1.49	585.57	False	unmatched	True
mario3	03	011	mario3	4	349	1.49	520.01	False	unmatched	True
mario3	03	012	mario3	1	468	1.49	697.32	False	unmatched	True
mario3	03	012	mario3	2	308	1.49	458.92	False	unmatched	True
mario3	03	013	mario3	1	309	1.49	460.41	False	unmatched	True
mario3	03	013	mario3	2	336	1.49	500.64	False	unmatched	True
mario3	03	013	mario3	3	339	1.49	505.11	False	unmatched	True
mario3	03	013	mario3	4	338	1.49	503.62	False	unmatched	True
mario3	03	014	mario3	1	309	1.49	460.41	False	unmatched	True
mario3	03	014	mario3	2	300	1.49	447.0	False	unmatched	True
mario3	03	014	mario3	3	368	1.49	548.32	False	unmatched	True
mario3	03	014	mario3	4	307	1.49	457.43	False	unmatched	True
mario3	03	014	mario3	5	321	1.49	478.29	False	unmatched	True
mario3	03	015	mario3	1	351	1.49	522.99	False	unmatched	True
mario3	03	015	mario3	2	347	1.49	517.03	False	unmatched	True
mario3	03	015	mario3	3	305	1.49	454.45	False	unmatched	True
mario3	03	015	mario3	4	307	1.49	457.43	False	unmatched	True
mario3	03	016	mario3	1	319	1.49	475.31	False	unmatched	True
mario3	03	016	mario3	2	355	1.49	528.95	False	unmatched	True
mario3	03	016	mario3	3	297	1.49	442.53	False	unmatched	True
mario3	03	016	mario3	4	338	1.49	503.62	False	unmatched	True
mario3	03	017	mario3	1	496	1.49	739.04	False	unmatched	True
mario3	03	017	mario3	2	347	1.49	517.03	False	unmatched	True
mario3	03	017	mario3	3	302	1.49	449.98	False	unmatched	True
mario3	03	017	mario3	4	366	1.49	545.34	False	unmatched	True
mario3	03	017	mario3	5	326	1.49	485.74	False	unmatched	True
mario3	03	018	mario3	1	303	1.49	451.46999999999997	False	unmatched	True
mario3	03	018	mario3	2	311	1.49	463.39	False	unmatched	True
mario3	03	018	mario3	3	308	1.49	458.92	False	unmatched	True
mario3	03	018	mario3	4	325	1.49	484.25	False	unmatched	True
mario3	03	018	mario3	5	321	1.49	478.29	False	unmatched	True
mario3	03	018	mario3	6	466	1.49	694.34	False	unmatched	True
mario3	03	019	mario3	1	310	1.49	461.9	False	unmatched	True
mario3	03	019	mario3	2	339	1.49	505.11	False	unmatched	True
mario3	03	019	mario3	3	430	1.49	640.7	False	unmatched	True
mario3	03	019	mario3	4	306	1.49	455.94	False	unmatched	True
mario3	03	019	mario3	5	328	1.49	488.71999999999997	False	unmatched	True
mario3	05	001	mario3	1	308	1.49	458.92	False	unmatched	True
mario3	05	001	mario3	2	320	1.49	476.8	False	unmatched	True
mario3	05	001	mario3	3	585	1.49	871.65	False	unmatched	True
mario3	05	001	mario3	4	351	1.49	522.99	False	unmatched	True
mario3	05	002	mario3	1	310	1.49	461.9	False	unmatched	True
mario3	05	002	mario3	2	322	1.49	479.78	False	unmatched	True
mario3	05	002	mario3	3	425	1.49	633.25	False	unmatched	True
mario3	05	002	mario3	4	334	1.49	497.66	False	unmatched	True
mario3	05	002	mario3	5	600	1.49	894.0	False	unmatched	True
mario3	05	002	mario3	6	548	1.49	816.52	False	unmatched	True
mario3	05	002	mario3	7	404	1.49	601.96	False	unmatched	True
mario3	05	003	mario3	1	377	1.49	561.73	False	unmatched	True
mario3	05	003	mario3	2	339	1.49	505.11	False	unmatched	True
mario3	05	003	mario3	3	375	1.49	558.75	False	unmatched	True
mario3	05	003	mario3	4	327	1.49	487.23	False	unmatched	True
mario3	05	003	mario3	5	319	1.49	475.31	False	unmatched	True
mario3	05	003	mario3	6	376	1.49	560.24	False	unmatched	True
mario3	05	003	mario3	7	326	1.49	485.74	False	unmatched	True
mario3	05	003	mario3	8	324	1.49	482.76	False	unmatched	True
mario3	05	004	mario3	1	402	1.49	598.98	False	unmatched	True
mario3	05	004	mario3	2	350	1.49	521.5	False	unmatched	True
mario3	05	004	mario3	3	323	1.49	481.27	False	unmatched	True
mario3	05	004	mario3	4	571	1.49	850.79	False	unmatched	True
mario3	05	004	mario3	5	390	1.49	581.1	False	unmatched	True
mario3	05	004	mario3	6	364	1.49	542.36	False	unmatched	True
mario3	05	005	mario3	1	320	1.49	476.8	False	unmatched	True
mario3	05	005	mario3	2	326	1.49	485.74	False	unmatched	True
mario3	05	005	mario3	3	307	1.49	457.43	False	unmatched	True
mario3	05	005	mario3	4	334	1.49	497.66	False	unmatched	True
mario3	05	006	mario3	1	346	1.49	515.54	False	unmatched	True
mario3	05	006	mario3	2	356	1.49	530.4399999999999	False	unmatched	True
mario3	05	006	mario3	3	310	1.49	461.9	False	unmatched	True
mario3	05	006	mario3	4	355	1.49	528.95	False	unmatched	True
mario3	05	006	mario3	5	342	1.49	509.58	False	unmatched	True
mario3	05	006	mario3	6	452	1.49	673.48	False	unmatched	True
mario3	05	006	mario3	7	331	1.49	493.19	False	unmatched	True
mario3	05	007	mario3	1	299	1.49	445.51	False	unmatched	True
mario3	05	007	mario3	2	303	1.49	451.46999999999997	False	unmatched	True
mario3	05	007	mario3	3	358	1.49	533.42	False	unmatched	True
mario3	05	007	mario3	4	456	1.49	679.4399999999999	False	unmatched	True
mario3	05	007	mario3	5	316	1.49	470.84	False	unmatched	True
mario3	05	007	mario3	6	305	1.49	454.45	False	unmatched	True
mario3	05	007	mario3	7	365	1.49	543.85	False	unmatched	True
mario3	05	008	mario3	1	376	1.49	560.24	False	unmatched	True
mario3	05	008	mario3	2	338	1.49	503.62	False	unmatched	True
mario3	05	008	mario3	3	345	1.49	514.05	False	unmatched	True
mario3	05	008	mario3	4	386	1.49	575.14	False	unmatched	True
mario3	05	008	mario3	5	374	1.49	557.26	False	unmatched	True
mario3	05	008	mario3	6	323	1.49	481.27	False	unmatched	True
mario3	05	009	mario3	1	314	1.49	467.86	False	unmatched	True
mario3	05	009	mario3	2	423	1.49	630.27	False	unmatched	True
mario3	05	009	mario3	3	452	1.49	673.48	False	unmatched	True
mario3	05	009	mario3	4	354	1.49	527.46	False	unmatched	True
mario3	05	009	mario3	5	344	1.49	512.56	False	unmatched	True
mario3	05	009	mario3	6	334	1.49	497.66	False	unmatched	True
mario3	05	010	mario3	1	333	1.49	496.17	False	unmatched	True
mario3	05	010	mario3	2	309	1.49	460.41	False	unmatched	True
mario3	05	010	mario3	3	334	1.49	497.66	False	unmatched	True
mario3	05	010	mario3	4	356	1.49	530.4399999999999	False	unmatched	True
mario3	05	010	mario3	5	378	1.49	563.22	False	unmatched	True
mario3	05	010	mario3	6	332	1.49	494.68	False	unmatched	True
mario3	05	010	mario3	7	352	1.49	524.48	False	unmatched	True
mario3	05	010	mario3	8	362	1.49	539.38	False	unmatched	True
mario3	05	010	mario3	9	326	1.49	485.74	False	unmatched	True
mario3	05	010	mario3	10	354	1.49	527.46	False	unmatched	True
mario3	06	001	mario3	1	339	1.49	505.11	False	unmatched	True
mario3	06	001	mario3	2	317	1.49	472.33	False	unmatched	True
mario3	06	001	mario3	3	300	1.49	447.0	False	unmatched	True
mario3	06	001	mario3	4	306	1.49	455.94	False	unmatched	True
mario3	06	002	mario3	1	330	1.49	491.7	False	unmatched	True
mario3	06	002	mario3	2	364	1.49	542.36	False	unmatched	True
mario3	06	002	mario3	3	335	1.49	499.15	False	unmatched	True
mario3	06	002	mario3	4	358	1.49	533.42	False	unmatched	True
mario3	06	003	mario3	1	308	1.49	458.92	False	unmatched	True
mario3	06	003	mario3	2	373	1.49	555.77	False	unmatched	True
mario3	06	003	mario3	3	293	1.49	436.57	False	unmatched	True
mario3	06	003	mario3	4	371	1.49	552.79	False	unmatched	True
mario3	06	004	mario3	1	354	1.49	527.46	False	unmatched	True
mario3	06	004	mario3	2	454	1.49	676.46	False	unmatched	True
mario3	06	004	mario3	3	353	1.49	525.97	False	unmatched	True
mario3	06	005	mario3	1	424	1.49	631.76	False	unmatched	True
mario3	06	005	mario3	2	445	1.49	663.05	False	unmatched	True
mario3	06	005	mario3	3	472	1.49	703.28	False	unmatched	True
mario3	06	006	mario3	1	461	1.49	686.89	False	unmatched	True
mario3	06	006	mario3	2	586	1.49	873.14	False	unmatched	True
mario3	06	006	mario3	3	347	1.49	517.03	False	unmatched	True
mario3	06	007	mario3	1	393	1.49	585.57	False	unmatched	True
mario3	06	007	mario3	2	366	1.49	545.34	False	unmatched	True
mario3	06	008	mario3	1	351	1.49	522.99	False	unmatched	True
mario3	06	008	mario3	2	327	1.49	487.23	False	unmatched	True
mario3	06	008	mario3	3	310	1.49	461.9	False	unmatched	True
mario3	06	009	mario3	1	367	1.49	546.83	False	unmatched	True
mario3	06	009	mario3	2	345	1.49	514.05	False	unmatched	True
mario3	06	009	mario3	3	311	1.49	463.39	False	unmatched	True
mario3	06	010	mario3	1	425	1.49	633.25	False	unmatched	True
mario3	06	010	mario3	2	369	1.49	549.81	False	unmatched	True
mario3	06	010	mario3	3	432	1.49	643.68	False	unmatched	True
mario3	06	011	mario3	1	292	1.49	435.08	False	unmatched	True
mario3	06	011	mario3	2	372	1.49	554.28	False	unmatched	True
mario3	06	011	mario3	3	421	1.49	627.29	False	unmatched	True
mario3	06	012	mario3	1	434	1.49	646.66	False	unmatched	True
mario3	06	012	mario3	2	400	1.49	596.0	False	unmatched	True
mario3	06	012	mario3	3	472	1.49	703.28	False	unmatched	True
mario3	06	013	mario3	1	360	1.49	536.4	False	unmatched	True
mario3	06	013	mario3	2	340	1.49	506.6	False	unmatched	True
mario3	06	013	mario3	3	334	1.49	497.66	False	unmatched	True
mario3	06	014	mario3	1	326	1.49	485.74	False	unmatched	True
mario3	06	014	mario3	2	355	1.49	528.95	False	unmatched	True
